DeliveryFlagMassUpload
 
842458;1;2;401;15.09.2019;01.01.2949;2;"OK: OK";"WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !"
69654;1;1;503;15.09.2019;01.01.2949;2;"OK: OK";"WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !"
262245;2;1;402;15.09.2019;01.01.2949;2;"OK: OK";"WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !"
76743;3;1;401;15.09.2019;01.01.2949;2;"OK: OK";"WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !"
68796;3;1;401;15.09.2019;01.01.2949;2;"OK: OK";"WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !"
23431;1;4;401;15.09.2019;01.01.2949;2;"OK: OK";"WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !"
398539;1;1;402;15.09.2019;01.01.2949;2;"OK: OK";"WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !"
578373;3;1;503;15.09.2019;01.01.2949;2;"OK: OK";"WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !WARNING: Element content/request/validFrom  must have the minimum value {DATE:TOMORROW} !"
